No,Keywords,Volume,Position,Est. Visits,Seo Difficulty,Ranking Url
1771,36 5 é febre,1600,67,0,14,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1772,o que é terceirização,1300,38,0,21,http://sso.com.br/2022/06/17/terceirizacao-de-servicos/
1773,febre graus,1000,73,0,19,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1774,exames complementares,1600,36,0,14,http://sso.com.br/2022/01/25/tabela-de-exames-complementares-por-funcao/
1775,comunicação de acidente do trabalho cat,1600,45,0,39,http://sso.com.br/2022/12/17/comunicacao-acidente-de-trabalho/
1776,tabela de risco,1300,55,0,26,http://sso.com.br/2024/02/07/classificacao-dos-riscos-ocupacionais/
1777,o que é nr1,1600,96,0,24,http://sso.com.br/2022/05/20/nova-nr1/
1778,higiene e segurança do trabalho,720,57,0,25,http://sso.com.br/2022/12/29/higiene-ocupacional/
1779,aso exame valor,320,32,0,6,http://sso.com.br/produtos
1780,quantos graus se considera febre,260,39,0,17,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1781,contrato intermitente o que é,260,82,0,35,http://sso.com.br/2023/02/08/trabalho-intermitente/
1782,temperatura corporal 37,210,28,0,19,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1783,posso processar a empresa por não fazer exame demissional,210,44,0,16,http://sso.com.br/2025/01/10/exame-admissional-vale-como-demissional/
1784,plano de rigger norma,210,53,0,10,http://sso.com.br/2023/04/26/plano-de-rigger/
1785,quanto tempo de estabilidade tem a gestante,170,82,0,20,http://sso.com.br/artigos/voltei-da-licenca-maternidade-posso-ser-demitida
1786,retorno ao trabalho após afastamento por doença,170,47,0,15,http://sso.com.br/2023/11/09/atestado-retorno-trabalho/
1787,cecatto,210,30,0,15,http://sso.com.br/artigos/voltei-da-licenca-maternidade-posso-ser-demitida
1788,zona controlada nr10,170,47,0,14,http://sso.com.br/nr/nr-10
1789,justa causa gravida,170,26,0,37,http://sso.com.br/artigos/voltei-da-licenca-maternidade-posso-ser-demitida
1790,limite de tolerância ruído tabela,170,32,0,21,http://sso.com.br/2023/01/24/ruido-ocupacional/
1791,higiene segurança e saude no trabalho,170,29,0,23,http://sso.com.br/artigos/higiene-ocupacional
1792,aso medico,170,50,0,31,http://sso.com.br/artigos/aso
1793,atestado médico para natação,140,21,0,16,http://sso.com.br/artigos/como-conseguir-um-atestado-de-aptidao-fisica
1794,quem assina o ppp,140,61,0,15,http://sso.com.br/2022/08/23/perfil-profissiografico-previdenciario/
1795,periculosidade e insalubridade porcentagem,140,50,0,27,http://sso.com.br/artigos/como-calcular-periculosidade
1796,para que serve a nr 12,140,77,0,37,http://sso.com.br/artigos/nr-12-seguranca-trabalho-maquinas-equipamentos
1797,para que serve a nr12,140,45,0,10,http://sso.com.br/artigos/nr-12-seguranca-trabalho-maquinas-equipamentos
1798,o que se enquadra em pcd,140,72,0,25,http://sso.com.br/2022/02/08/pcd-quem-se-enquadra/
1799,modelo análise preliminar de risco,320,47,0,12,http://sso.com.br/2022/06/03/analise-preliminar-de-risco/
1800,ler movimento repetitivo,260,21,0,19,http://sso.com.br/2024/09/11/lesao-por-esforco-repetitivo/
1801,o'que é candidato pcd,140,100,0,17,http://sso.com.br/2022/02/08/pcd-quem-se-enquadra/
1802,nr01 o que mudou,170,28,0,34,http://sso.com.br/2022/05/20/nova-nr1/
1803,treinamento da nr 35,390,78,0,25,http://sso.com.br/2022/09/05/treinamento-nr-35/
1804,tabela de febre adulto,480,76,0,26,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1805,analise de risco preliminar,1900,35,0,18,http://sso.com.br/2022/06/03/analise-preliminar-de-risco/
1806,sipat o que é e como funciona,210,92,0,11,http://sso.com.br/2025/04/14/o-que-e-sipat-e-qual-seu-objetivo/
1807,o que significa segurança,320,55,0,43,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
1808,diálogo de segurança,720,44,0,21,http://sso.com.br/2023/03/09/dialogo-diario-seguranca/
1809,significado de absenteísmo,390,78,0,37,http://sso.com.br/2025/09/17/o-que-e-absenteismo-no-trabalho/
1810,nr 12 enit,320,35,0,34,http://sso.com.br/2024/02/02/nr-12-seguranca-trabalho-maquinas-equipamentos/
1811,teste visual,260,34,0,19,http://sso.com.br/2022/05/06/teste-de-acuidade-visual/
1812,risco fisico ruido,210,80,0,15,http://sso.com.br/2023/01/24/ruido-ocupacional/
1813,analise ergonomica do trabalho,260,27,0,24,http://sso.com.br/2024/12/02/deve-constar-na-aet-analise-ergonomica-do-trabalho/
1814,aso para que serve,260,42,0,13,http://sso.com.br/2022/01/20/o-que-e-aso/
1815,a importância da segurança do trabalho,210,94,0,47,http://sso.com.br/2023/01/05/por-que-investir-em-seguranca-do-trabalho/
1816,admissional caixa,170,59,0,23,http://sso.com.br/2022/05/13/o-que-reprova-no-exame-admissional/
1817,medicina no trabalho e segurança,2900,95,0,38,http://sso.com.br/2023/12/06/normas-medicina-do-trabalho/
1818,o'que é admissional,590,31,0,14,http://sso.com.br/2024/02/21/exame-pre-admissional/
1819,classe de risco,590,88,0,30,http://sso.com.br/2024/02/07/classificacao-dos-riscos-ocupacionais/
1820,para tirar sangue precisa estar em jejum,260,52,0,14,http://sso.com.br/2024/06/26/exame-admissional-tem-que-estar-em-jejum/
1821,enit nr 15,260,58,0,37,http://sso.com.br/2025/03/14/o-que-e-nr-15/
1822,proteção maquinário,0,13,0,17,http://sso.com.br/2024/05/29/protecao-de-maquinas/
1823,pode diminuir salario na carteira de trabalho,170,39,0,17,http://sso.com.br/2022/08/05/mudanca-de-funcao/
1824,tabela nr 5,170,43,0,37,http://sso.com.br/2023/01/12/nova-nr-5/
1825,audiometria exame,8100,81,0,12,http://sso.com.br/2024/01/11/exame-de-audiometria-onde-fazer/
1826,atestado pode ser descontado na rescisão,210,66,0,17,http://sso.com.br/2023/07/06/atestado-medico-pode-descontar-ferias/
1827,o'que é cultura de segurança,210,37,0,26,http://sso.com.br/2025/07/07/cultura-de-seguranca-no-trabalho/
1828,quando é considerado febre,12100,49,0,14,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1829,saúde ocupacional,9900,62,0,35,http://sso.com.br/2024/03/01/saude-ocupacional/
1830,saude e segurança no trabalho,5400,86,0,44,http://sso.com.br/2022/11/10/seguranca-e-saude-no-trabalho/
1831,o que é um exame periódico,2900,60,0,17,http://sso.com.br/2023/04/13/exame-periodico-quanto-em-quanto-tempo/
1832,ecg o que é,6600,55,0,36,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
1833,exame periódico o'que é,2900,35,0,15,http://sso.com.br/2025/01/17/quais-sao-os-exames-periodicos/
1834,36 graus é febre,2400,62,0,14,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1835,segurança do trabalho definição,140,22,0,50,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
1836,exame admissional recife,720,68,0,4,http://sso.com.br/
1837,nr 18 para que serve,720,79,0,33,http://sso.com.br/2024/12/13/nr-18-atualizada/
1838,febre o que significa,720,86,0,41,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1839,o que é crea,2900,89,0,39,http://sso.com.br/2025/07/28/registro-no-crea/
1840,oxímetro de dedo valores normais,590,63,0,19,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1841,exame admissional é obrigatório,390,33,0,17,http://sso.com.br/2025/01/10/exame-admissional-vale-como-demissional/
1842,defina exposição,390,60,0,39,http://sso.com.br/2022/11/18/exposicao-ocupacional/
1843,doenças ocupacionais do trabalho,390,21,0,33,http://sso.com.br/2024/09/26/doencas-do-trabalho-e-doencas-ocupacionais/
1844,art documento,390,88,0,44,http://sso.com.br/2025/08/05/o-que-e-art-crea/
1845,estado febril criança,320,59,0,15,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1846,cultura de segurança do trabalho,320,30,0,32,http://sso.com.br/2025/07/07/cultura-de-seguranca-no-trabalho/
1847,cemso clínica,1600,34,0,18,http://sso.com.br/
1848,afastamento inss estabilidade,210,52,0,20,http://sso.com.br/2025/09/09/funcionario-afastado-pelo-inss-pode-ser-demitido/
1849,o que é pericia,880,32,0,15,http://sso.com.br/2022/02/25/pericia-trabalhista/
1850,normas regulamentadoras 5,480,22,0,36,http://sso.com.br/2023/01/12/nova-nr-5/
1851,saude ocupacional o'que é,390,27,0,33,http://sso.com.br/2024/03/01/saude-ocupacional/
1852,o'que significa admissional,390,40,0,18,http://sso.com.br/2022/05/13/o-que-reprova-no-exame-admissional/
1853,o que intermitente,260,20,0,18,http://sso.com.br/2023/02/08/trabalho-intermitente/
1854,empresa de exame admissional,260,67,0,18,http://sso.com.br/videos/
1855,tabela de ruido,210,30,0,29,http://sso.com.br/2023/01/24/ruido-ocupacional/
1856,qual o nome do exame de vista,210,37,0,14,http://sso.com.br/2022/05/06/teste-de-acuidade-visual/
1857,o que significa ruídos,210,35,0,43,http://sso.com.br/2023/01/24/ruido-ocupacional/
1858,o que é nr 15,210,26,0,50,http://sso.com.br/2025/03/14/o-que-e-nr-15/
1859,distúrbio osteomuscular relacionado ao trabalho,210,29,0,35,http://sso.com.br/2022/12/15/disturbios-osteomusculares-relacionados-ao-trabalho/
1860,tudo sobre segurança do trabalho,170,20,0,53,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
1861,o que não pode ser descontado nas férias,170,32,0,20,http://sso.com.br/artigos/atestado-medico-pode-descontar-ferias
1862,o'que é oxigenio no sangue,210,35,0,29,http://sso.com.br/artigos/saturacao-de-oxigenio
1863,saude higiene e segurança no trabalho,170,43,0,28,http://sso.com.br/artigos/higiene-ocupacional
1864,clínica de exame admissional centro,170,3,0,14,http://sso.com.br/
1865,doenças adquirida,170,30,0,25,http://sso.com.br/artigos/tipos-de-doencas-ocupacionais
1866,exame admissional gratuito,170,22,0,25,http://sso.com.br/exames/admissional
1867,quais são os tipos de acidentes de trabalho,140,56,0,14,http://sso.com.br/artigos/tipos-de-doencas-ocupacionais
1868,registrar cat,140,23,0,26,http://sso.com.br/artigos/comunicacao-acidente-de-trabalho
1869,obrigatoriedade pcmso,140,80,0,12,http://sso.com.br/2022/07/26/pcmso/
1870,exame admissional o que e,170,43,0,15,http://sso.com.br/2022/05/23/o-que-e-exame-admissional/
1871,o que significa aptidão física,140,29,0,17,http://sso.com.br/2024/04/19/como-conseguir-um-atestado-de-aptidao-fisica/
1872,nossas soluções,880,30,0,23,http://sso.com.br/nossas-solucoes/
1873,auto de infração ministério do trabalho,170,73,0,24,http://sso.com.br/2024/05/21/multa-ministerio-do-trabalho/
1874,proteção de máquinas,260,33,0,17,http://sso.com.br/2024/05/29/protecao-de-maquinas/
1875,crea consulta profissional,1000,38,0,16,http://sso.com.br/2025/08/31/como-saber-se-o-profissional-tem-registro-no-crea/
1876,o que é o ecg,390,31,0,35,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
1877,exames admissionais osasco,390,61,0,5,http://sso.com.br/
1878,esforço repetitivo,390,48,0,18,http://sso.com.br/2024/09/11/lesao-por-esforco-repetitivo/
1879,roupa adequada para fazer teste ergométrico,260,26,0,4,http://sso.com.br/2024/03/08/como-e-feito-teste-ergometrico/
1880,exame admissional em sorocaba,210,29,0,14,http://sso.com.br/
1881,e ocupacional,260,27,0,18,http://sso.com.br/
1882,programa de controle médico de saúde ocupacional pcmso,320,92,0,30,http://sso.com.br/2022/07/26/pcmso/
1883,que temperatura é febre,260,67,0,20,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1884,o que tem em um kit de primeiros socorros,260,76,0,12,http://sso.com.br/2023/05/04/kit-primeiros-socorros-profissional/
1885,temperatura que é febre,170,66,0,21,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1886,o'que e analise preliminar de risco,170,47,0,11,http://sso.com.br/2022/06/03/analise-preliminar-de-risco/
1887,trabalho intermitente clt,390,48,0,21,http://sso.com.br/2023/02/08/trabalho-intermitente/
1888,nr5 mapa de risco,210,84,0,21,http://sso.com.br/2023/01/12/nova-nr-5/
1889,ltcat laudo técnico de condições ambientais do trabalho,210,69,0,23,http://sso.com.br/ltcat/
1890,febre em adulto,14800,71,0,15,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1891,o que e aptidão física,1600,83,0,30,http://sso.com.br/2024/04/19/como-conseguir-um-atestado-de-aptidao-fisica/
1892,o que é exame periódico,1900,32,0,17,http://sso.com.br/2023/04/13/exame-periodico-quanto-em-quanto-tempo/
1893,o'que e exame demissional,1900,31,0,13,http://sso.com.br/2024/07/31/pedido-de-demissao-precisa-fazer-exame-demissional/
1894,o que é um contrato intermitente,590,80,0,19,http://sso.com.br/2023/02/08/trabalho-intermitente/
1895,ecg em repouso,880,41,0,9,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
1896,temperatura o'que é,720,74,0,61,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1897,saude ocupacional sorocaba,480,56,0,6,http://sso.com.br/
1898,significado de aso,480,83,0,30,http://sso.com.br/2023/07/25/aso/
1899,exame admissional online,480,53,0,11,http://sso.com.br/
1900,febre 38.1,480,77,0,28,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1901,vhs no sangue,320,51,0,15,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
1902,exame admissional osasco,390,53,0,5,http://sso.com.br/
1903,quando devo me preocupar com a febre,320,91,0,21,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1904,sst e social,880,27,0,27,http://sso.com.br/2023/02/17/sst-no-esocial/
1905,programa de saude ocupacional,170,61,0,11,http://sso.com.br/2022/07/26/pcmso/
1906,eletrocardiograma é o quê,170,32,0,14,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
1907,toxicológico vencido,1000,25,0,25,http://sso.com.br/2022/09/13/exame-toxicologico-vencido/
1908,38 2 é febre,880,43,0,21,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1909,aso periodico,1600,93,0,14,http://sso.com.br/2025/09/04/validade-exames-ocupacionais/
1910,o que significa alteração salarial,260,62,0,17,http://sso.com.br/2022/08/05/mudanca-de-funcao/
1911,36.8 é febre em adulto,260,84,0,25,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1912,atestado médico é descontado na rescisão,260,70,0,14,http://sso.com.br/2023/07/06/atestado-medico-pode-descontar-ferias/
1913,exame de acuidade,260,44,0,10,http://sso.com.br/2022/05/06/teste-de-acuidade-visual/
1914,exame de admissão o que é,210,32,0,16,http://sso.com.br/2022/05/23/o-que-e-exame-admissional/
1915,documentos para admissão de funcionários,210,25,0,15,http://sso.com.br/2022/04/26/documentos-para-admissao/
1916,dano moral acidente de trabalho,210,36,0,17,http://sso.com.br/2023/02/02/indenizacao-acidente-de-trabalho/
1917,segurança higiene e saúde do trabalho,170,40,0,39,http://sso.com.br/artigos/higiene-ocupacional
1918,posso pedir demissão estando afastado pelo inss,170,43,0,19,http://sso.com.br/artigos/funcionario-afastado-pelo-inss-pode-ser-demitido
1919,o que é descontado das férias,170,63,0,26,http://sso.com.br/artigos/atestado-medico-pode-descontar-ferias
1920,o que significa intermitente no trabalho,170,21,0,18,http://sso.com.br/artigos/trabalho-intermitente
1921,asos ocupacional,170,26,0,8,http://sso.com.br/
1922,combustível inflamável,170,62,0,16,http://sso.com.br/nr/nr-20
1923,nr 24 refeitório,140,30,0,12,http://sso.com.br/nr/nr-24
1924,nr de incêndio,140,38,0,42,http://sso.com.br/nr/nr-23
1925,o que é atestado ocupacional,140,43,0,12,http://sso.com.br/2023/07/25/aso/
1926,nr5 pdf,140,37,0,40,http://sso.com.br/2023/01/12/nova-nr-5/
1927,hemossedimentação vhs 40mm e grave,390,46,0,14,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
1928,nr de máquinas e equipamentos,140,17,0,21,http://sso.com.br/2024/02/02/nr-12-seguranca-trabalho-maquinas-equipamentos/
1929,funcionários intermitentes,170,90,0,26,http://sso.com.br/2023/02/08/trabalho-intermitente/
1930,periculosidade percentual,390,74,0,17,http://sso.com.br/2023/02/23/como-calcular-periculosidade/
1931,quanto tempo dura o exame psicotecnico,390,62,0,16,http://sso.com.br/2022/02/18/como-e-feito-o-exame-psicotecnico/
1932,insalubre e periculosidade,4400,78,0,26,http://sso.com.br/2022/04/11/insalubridade-e-periculosidade/
1933,quantos é considerado febre,4400,57,0,15,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1934,exame admissional em londrina,260,79,0,5,http://sso.com.br/
1935,o que saturação baixa,480,28,0,14,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1936,registro de empregado,390,38,0,39,http://sso.com.br/2022/05/03/ficha-de-registro-de-empregado/
1937,qual a importância da segurança do trabalho,260,82,0,41,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
1938,o que é um dds,210,70,0,11,http://sso.com.br/2023/03/09/dialogo-diario-seguranca/
1939,o que é intermitente no trabalho,390,22,0,32,http://sso.com.br/2023/02/08/trabalho-intermitente/
1940,crea o que e,210,24,0,40,http://sso.com.br/2025/07/28/registro-no-crea/
1941,o que é audiometria,3600,55,0,10,http://sso.com.br/2024/01/11/exame-de-audiometria-onde-fazer/
1942,o que e exame clínico admissional,210,67,0,12,http://sso.com.br/2024/02/21/exame-pre-admissional/
1943,o'que é febre alta,170,65,0,35,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1944,estou de atestado posso sair,210,40,0,22,http://sso.com.br/2023/06/22/trabalhar-de-atestado/
1945,confea consulta profissionais,1000,41,0,34,http://sso.com.br/2025/08/31/como-saber-se-o-profissional-tem-registro-no-crea/
1946,audiometria o que é,3600,35,0,20,http://sso.com.br/2024/01/11/exame-de-audiometria-onde-fazer/
1947,qual a saturação normal de um adulto,1900,13,0,18,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1948,para fazer exame de sangue precisa estar em jejum,3600,46,0,13,http://sso.com.br/2024/06/26/exame-admissional-tem-que-estar-em-jejum/
1949,o que e um ecg,1000,86,0,34,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
1950,saturação sigla,880,37,0,20,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
1951,o que é nr 12,880,48,0,33,http://sso.com.br/2024/02/02/nr-12-seguranca-trabalho-maquinas-equipamentos/
1952,o que acuidade,720,61,0,8,http://sso.com.br/2022/05/06/teste-de-acuidade-visual/
1953,audiometria tonal limiar via aérea óssea,720,57,0,13,http://sso.com.br/2024/01/11/exame-de-audiometria-onde-fazer/
1954,37 7 é febre,3600,71,0,16,http://sso.com.br/2025/03/31/quando-e-estado-febril/
1955,aso exame clinico,480,26,0,11,http://sso.com.br/2023/07/25/aso/
1956,como fazer o eletrocardiograma,480,30,0,14,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
1957,o que aso,390,47,0,26,http://sso.com.br/2022/01/20/o-que-e-aso/
1958,pca programa de conservação auditiva,390,46,0,13,http://sso.com.br/2025/08/04/programa-de-conservacao-auditiva/
1959,porcentagem de periculosidade,390,27,0,15,http://sso.com.br/2023/02/23/como-calcular-periculosidade/
1960,38 8 é febre,390,96,0,21,http://sso.com.br/2025/03/31/quando-e-estado-febril/
